球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
横浜,.287,57,208,181,28,52,10,1,7,85,25,28,15,1,5,2,5,2,2,2,.350,.470,0.819
東京ドーム,.211,8,24,19,1,4,1,0,0,5,0,6,3,0,2,0,0,1,1,0,.375,.263,0.638
甲子園,.310,9,30,29,2,9,0,0,0,9,3,7,1,0,0,0,0,0,0,0,.333,.310,0.644
マツダスタジアム,.175,11,46,40,6,7,3,0,0,10,4,6,4,0,1,1,0,0,1,0,.267,.250,0.517
神宮,.436,12,44,39,11,17,3,0,1,23,4,6,3,0,1,0,1,2,0,0,.477,.590,1.067
バンテリンドーム,.281,11,40,32,5,9,4,0,0,13,4,11,5,0,2,1,0,0,0,0,.410,.406,0.817
Ce その他,.200,1,5,5,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,.200,.200,0.4
みずほPayPay,.000,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.000,.000,0.0
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
ZOZOマリン,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
楽天モバイル,.000,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.000,.000,0.0
京セラD大阪,.000,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,.000,.000,0.0
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
