左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
37.5% (9),37.5% (9),37.5% (9),33.3% (8),33.3% (8),33.3% (8),29.2% (7),29.2% (7),29.2% (7)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
66.7% (2),- (0),33.3% (7),33.3% (1),- (0),33.3% (7),0.0% (0),- (0),33.3% (7)
